iter	Logloss
128	0.2640318764
129	0.2636274956
130	0.2634803615
131	0.2628721267
132	0.2624950802
133	0.2622186913
134	0.2616184686
135	0.2609055848
136	0.2606776223
137	0.2604710168
138	0.2601953346
139	0.2599215041
140	0.2596259796
141	0.2592143751
142	0.2586270098
143	0.2582884833
144	0.2580190891
145	0.2577604781
146	0.2573435376
147	0.2571371808
148	0.2568966291
149	0.2565011504
150	0.256232898
151	0.2561050762
152	0.2559818641
153	0.2558242804
154	0.2556038557
155	0.2554326916
156	0.2550091228
157	0.2547524814
158	0.2545023537
159	0.2543621783
160	0.253988122
161	0.2538073132
162	0.2536918778
163	0.2536140233
164	0.2531405133
165	0.2528493008
166	0.2524372448
167	0.2523371924
168	0.2520624622
169	0.2519941477
170	0.2518880134
171	0.2516604664
172	0.2514138688
173	0.2511709354
174	0.2509342442
175	0.2508096842
176	0.250605027
177	0.250400818
178	0.2502611334
179	0.2500700304
180	0.2499707485
181	0.2493629668
182	0.2492000063
183	0.2489563335
184	0.2487269249
185	0.2485482002
186	0.2483801784
187	0.2481599353
188	0.2480405559
189	0.2479945145
190	0.2474644728
191	0.2472548706
192	0.2472070445
193	0.2468883112
194	0.2466507792
195	0.2464784079
196	0.2461116882
197	0.2459738749
198	0.2456329421
199	0.2454043841
200	0.2452480323
201	0.2451004499
202	0.2448645505
203	0.2446653912
204	0.244447381
205	0.2442044705
206	0.2441530146
207	0.2438181211
208	0.2435592239
209	0.2431580297
210	0.2430964318
211	0.2430371044
212	0.2428517186
213	0.2426274236
214	0.2423094722
215	0.241997305
216	0.2417321622
217	0.2415277946
218	0.2413916383
219	0.2411719514
220	0.2409323959
221	0.240680549
222	0.24040505
223	0.240194337
224	0.2400048797
225	0.2397376743
226	0.2392719573
227	0.2390924146
228	0.2389269186
229	0.2388092682
230	0.238466783
231	0.2383223365
232	0.2381686036
233	0.2379819762
234	0.2378734127
235	0.2376897593
236	0.237445743
237	0.2372597421
238	0.2370492189
239	0.2366945584
240	0.2366457902
241	0.2364762848
242	0.2363441984
243	0.2362274837
244	0.2360283327
245	0.2359339631
246	0.2357460238
247	0.2356955821
248	0.2354260113
249	0.2353059268
250	0.2351587469
251	0.234992289
252	0.2347874551
253	0.23461087
254	0.2341487076
255	0.2339172134
256	0.2337564105
257	0.2336279638
258	0.2333724217
259	0.2329365352
260	0.232763948
261	0.2324729955
262	0.2323268576
263	0.2321492076
264	0.2320354259
265	0.2319166059
266	0.2316959734
267	0.2314424907
268	0.2313052958
269	0.2312401973
270	0.2311495573
271	0.2306791472
272	0.2305457473
273	0.2303587994
274	0.2301296035
275	0.2297931282
276	0.2296196151
277	0.229460322
278	0.2293530001
279	0.2292480174
280	0.2290421792
281	0.228726989
282	0.2286330823
283	0.2283921708
284	0.2282360479
285	0.2280937918
286	0.2279491212
287	0.2278934286
288	0.2276991195
289	0.2274934955
290	0.2273355569
291	0.2272154119
292	0.2271026444
293	0.226863372
294	0.2266732227
295	0.2263826874
296	0.2261880037
297	0.2260766545
298	0.2260457836
299	0.225851782
300	0.2256909693
301	0.2252542241
302	0.225004134
303	0.2248335735
304	0.2245053542
305	0.2241110041
306	0.2238429595
307	0.2236464142
308	0.223450484
309	0.2233290386
310	0.2231898741
311	0.2229954669
312	0.2228551508
313	0.2227131776
314	0.2223947829
315	0.2222315819
316	0.2220666633
317	0.2219244792
318	0.2216952064
319	0.2216031842
320	0.221215927
321	0.221033888
322	0.2209515662
323	0.2207529843
324	0.2203996815
325	0.2202671372
326	0.220144545
327	0.2199066924
328	0.2198477037
329	0.2196610125
330	0.2194761289
331	0.2192756578
332	0.2190782046
333	0.218859154
334	0.2187086158
335	0.2185956389
336	0.218420845
337	0.2182849112
338	0.2181560016
339	0.2180055157
340	0.2179054028
341	0.2176967575
342	0.2176164264
343	0.2174217182
344	0.2172537717
345	0.2171180604
346	0.2170208003
347	0.2168541331
348	0.2166607662
349	0.2164983848
350	0.2162931812
351	0.216101105
352	0.2159568744
353	0.21569094
354	0.2155652856
355	0.2154401416
356	0.2152596452
357	0.2151265349
358	0.2150486591
359	0.2148671175
360	0.2146489109
361	0.2145277485
362	0.2143793237
363	0.214234303
364	0.2140979276
365	0.2137649317
366	0.2134711607
367	0.2131171758
368	0.2129011252
369	0.2127936512
370	0.2125937182
371	0.2123996594
372	0.2122875577
373	0.2120960573
374	0.2118512443
375	0.2117287912
376	0.2115790774
377	0.2114135176
378	0.2113485794
379	0.2110847437
380	0.2108962057
381	0.2107666598
382	0.210584243
383	0.2103893875
384	0.2102312592
385	0.2101182725
386	0.2099667299
387	0.2098269274
388	0.2097221329
389	0.2095143578
390	0.2093897995
391	0.2092046705
392	0.2090424314
393	0.2089110795
394	0.2087257673
395	0.2086384922
396	0.2085331366
397	0.2083920582
398	0.2082457976
399	0.2080517633
400	0.2079216955
401	0.2077693988
402	0.207646172
403	0.2075324836
404	0.2073227194
405	0.207188374
406	0.2070132512
407	0.206921476
408	0.2067319419
409	0.2065904006
410	0.2064297416
411	0.2063141589
412	0.2062122008
413	0.2061018592
414	0.2059270849
415	0.2058035538
416	0.2057002511
417	0.2054054496
418	0.2053004947
419	0.2051201652
420	0.2050137806
421	0.2049466684
422	0.2046424251
423	0.2044841217
424	0.2043735674
425	0.2043101113
426	0.2042206458
427	0.2040449931
428	0.2038727101
429	0.2037475236
430	0.2035257101
431	0.2033599736
432	0.2032468789
433	0.2031635396
434	0.2030314189
435	0.2029139942
436	0.2028167276
437	0.2026611593
438	0.2025427238
439	0.2024470946
440	0.2022793886
441	0.2021059033
442	0.2019599895
443	0.201848493
444	0.2017398379
445	0.2016202033
446	0.2014897855
447	0.2013920462
448	0.2012454993
449	0.2011607499
450	0.2010846261
451	0.2008201557
452	0.2007066144
453	0.200574654
454	0.2004183512
455	0.2002315603
456	0.200172601
457	0.2000834333
458	0.1999699836
459	0.1998692262
460	0.1995544401
461	0.1994274967
462	0.1993165253
463	0.1991769732
464	0.1990745947
465	0.1990087404
466	0.198899328
467	0.1987394624
468	0.1985981779
469	0.1984800744
470	0.1983731419
471	0.1982695709
472	0.1981376825
473	0.1980763136
474	0.1979460904
475	0.1978368547
476	0.1977548943
477	0.1975950107
478	0.1974738777
479	0.1973570142
480	0.1972065217
481	0.1971024076
482	0.1970059688
483	0.1967736992
484	0.1966886815
485	0.1965567898
486	0.1964680032
487	0.1963522651
488	0.196188418
489	0.1961088655
490	0.1959683924
491	0.1958060911
492	0.1957343774
493	0.1956252577
494	0.195576429
495	0.1953425579
496	0.1952254212
497	0.1950055117
498	0.194861556
499	0.1946072619
500	0.1944681351
501	0.1942411099
502	0.194136011
503	0.1940545758
504	0.1939476825
505	0.1938704103
506	0.1936051923
507	0.1935148992
508	0.1933942062
509	0.1932692389
510	0.1932139274
511	0.1930302788
512	0.1929346873
513	0.1928064713
514	0.192627614
515	0.1925568932
516	0.1923663776
517	0.1922647777
518	0.1921933012
519	0.1920984114
520	0.1919758422
521	0.191914987
522	0.1918062845
523	0.1916930802
524	0.1915085778
525	0.1913801393
526	0.1912668434
527	0.1912031566
528	0.1910662561
529	0.1909897561
530	0.1908471646
531	0.1907067242
532	0.1906041919
533	0.1904737332
534	0.1903559978
535	0.1900567681
536	0.189947516
537	0.1897165305
538	0.1894844245
539	0.1893555018
540	0.1891482486
541	0.1890299782
542	0.188920255
543	0.1888178601
544	0.1887030086
545	0.1885274622
546	0.188404183
547	0.1883302365
548	0.1881980602
549	0.1881364737
550	0.1879643576
551	0.1878426766
552	0.1877741609
553	0.1875889142
554	0.1873239612
555	0.1872548125
556	0.1871320796
557	0.1870041744
558	0.1868327584
559	0.1867365322
560	0.1866367006
561	0.186543252
562	0.1864245825
563	0.1863184155
564	0.186239043
565	0.1861297499
566	0.1860620734
567	0.1859732623
568	0.1858732786
569	0.1856675925
570	0.185515991
571	0.1852449986
572	0.1851332061
573	0.1849959882
574	0.1849049884
575	0.1848058324
576	0.1847054333
577	0.1845344328
578	0.1844586983
579	0.1842821556
580	0.1841357822
581	0.1840023806
582	0.1839293174
583	0.1837691018
584	0.1837409545
585	0.1836235118
586	0.1835012943
587	0.1833215095
588	0.1831084312
589	0.1830524278
590	0.1830033765
591	0.182891903
592	0.1827776305
593	0.1827144083
594	0.1825620969
595	0.1824489548
596	0.1823653864
597	0.1822205391
598	0.1821218478
599	0.1820300676
600	0.1819189818
601	0.1818502256
602	0.1816562469
603	0.1815567164
604	0.1814877656
605	0.1813831182
606	0.1812556317
607	0.1811769561
608	0.181023071
609	0.1809283513
610	0.1807735846
611	0.1807468261
612	0.1806456482
613	0.1804760087
614	0.1802790578
615	0.1800985042
616	0.1800306395
617	0.1798549917
618	0.1797524725
619	0.1796328559
620	0.1794944652
621	0.1793956626
622	0.1793661445
623	0.1792410741
624	0.1791769456
625	0.1790400189
626	0.1788970447
627	0.1787679159
628	0.1787080405
629	0.1785530938
630	0.1785113349
631	0.178435607
632	0.1783677472
633	0.1782608752
634	0.1781890617
635	0.1781069132
636	0.1779785074
637	0.1778918016
638	0.1777826345
639	0.1777163893
640	0.1776259588
641	0.1775479439
642	0.1774582593
643	0.1773622621
644	0.1772412436
645	0.1771282078
646	0.1770770382
647	0.1769517781
648	0.176857878
649	0.1767516259
650	0.176625754
651	0.1765577225
652	0.1764618021
653	0.1763306433
654	0.1761339426
655	0.1760359579
656	0.1759497739
657	0.1758674684
658	0.1757911777
659	0.175676125
660	0.1756108433
661	0.1755324342
662	0.1754692382
663	0.1753731248
664	0.1752826321
665	0.1751685478
666	0.1750833027
667	0.1749933105
668	0.1749109167
669	0.174823532
670	0.174657856
671	0.1745219059
672	0.1743683185
673	0.1742171963
674	0.1740875882
675	0.1740323111
676	0.1739158549
677	0.1738104223
678	0.1737281888
679	0.1735681661
680	0.1734651039
681	0.1733499481
682	0.1732727381
683	0.1731447315
684	0.173031115
685	0.1729767327
686	0.1728303134
687	0.1725979424
688	0.1724485476
689	0.1722754238
690	0.1722237389
691	0.1720887719
692	0.1720112822
693	0.171888762
694	0.1717574494
695	0.1716282355
696	0.1715000097
697	0.171393455
698	0.1713071205
699	0.1711904042
700	0.1710926386
701	0.1710171986
702	0.1709497265
703	0.1708726196
704	0.1707241883
705	0.1705712847
706	0.1704594905
707	0.1703466936
708	0.1702112096
709	0.1700469487
710	0.169977319
711	0.1698736482
712	0.1697796205
713	0.1697108578
714	0.1695910482
715	0.1695263864
716	0.1694075665
717	0.1693679096
718	0.1692584596
719	0.1692316095
720	0.1691257385
721	0.1689823733
722	0.1688328885
723	0.1687108935
724	0.1686437339
725	0.1685309157
726	0.1684608607
727	0.1684120221
728	0.1683317629
729	0.1682602472
730	0.1681504012
731	0.168073718
732	0.1679467779
733	0.1678396997
734	0.1677529775
735	0.1676793123
736	0.1675937744
737	0.167459874
738	0.1673550156
739	0.1671364361
740	0.1670171303
741	0.1669820733
742	0.1668824217
743	0.1667973271
744	0.166761961
745	0.1667184781
746	0.1666260534
747	0.1665532356
748	0.1664651475
749	0.1663700581
750	0.1662753777
751	0.1662298909
752	0.1661574886
753	0.1660533532
754	0.1659862279
755	0.1659169451
756	0.1658458612
757	0.1657899199
758	0.1656955176
759	0.1655961392
760	0.165464555
761	0.1654168975
762	0.1653670758
763	0.1652336922
764	0.1651285803
765	0.1650459934
766	0.1649185119
767	0.1648216198
768	0.1647132756
769	0.1646228941
770	0.164575585
771	0.1644553009
772	0.1643593201
773	0.1641902645
774	0.1641592022
775	0.1640133277
776	0.1638954336
777	0.1638105026
778	0.1637051813
779	0.1636490748
780	0.1635818776
781	0.1634855123
782	0.1633951586
783	0.1633110881
784	0.1632105008
785	0.1631364233
786	0.1630825841
787	0.1630283343
788	0.1629298882
789	0.1628089172
790	0.1627364936
791	0.162657085
792	0.162589595
793	0.1624870709
794	0.1623702532
795	0.1622774196
796	0.1620829486
797	0.1620278416
798	0.1619293743
799	0.1618179563
800	0.1616801627
801	0.1615657708
802	0.1614510567
803	0.1613947998
804	0.1612807645
805	0.1612167784
806	0.1611719213
807	0.1611005561
808	0.1609981465
809	0.160835343
810	0.1607683502
811	0.1607329841
812	0.1606461327
813	0.1605373173
814	0.1604397137
815	0.1603501272
816	0.1602683288
817	0.1602014931
818	0.160132413
819	0.1600820859
820	0.1599944476
821	0.1598858024
822	0.159831968
823	0.1597448369
824	0.1596901584
825	0.1595651944
826	0.1594876245
827	0.1594164425
828	0.1593680799
829	0.1593039416
830	0.1591934021
831	0.1590526591
832	0.1589926054
833	0.1589104536
834	0.1588668512
835	0.1587559486
836	0.1586216294
837	0.1585718502
838	0.1584827511
839	0.1583768982
840	0.1582775067
841	0.1582088356
842	0.1581034898
843	0.1580429404
844	0.157981246
845	0.157882486
846	0.1577604026
847	0.1576628268
848	0.1575986967
849	0.1575447707
850	0.1574360862
851	0.1573843555
852	0.1573095812
853	0.1572037856
854	0.1571295265
855	0.1570125567
856	0.1569278694
857	0.1568320783
858	0.1567741692
859	0.1566694253
860	0.1565927846
861	0.1564885789
862	0.1564330875
863	0.1563726625
864	0.1562906072
865	0.1561655336
866	0.1560451727
867	0.1559580039
868	0.1559000261
869	0.1558246138
870	0.1556828092
871	0.1556161894
872	0.1555128997
873	0.1553978012
874	0.1553209773
875	0.1551983475
876	0.1550493355
877	0.1549589098
878	0.1548466691
879	0.1547800902
880	0.1546856715
881	0.1545882871
882	0.1544786636
883	0.1543738036
884	0.154295496
885	0.1542501122
886	0.154148411
887	0.1539993188
888	0.1539553582
889	0.1538724834
890	0.1537231524
891	0.1536232521
892	0.1535320576
893	0.1534316863
894	0.153350408
895	0.1532974554
896	0.1532178146
897	0.1531864693
898	0.1530897049
899	0.1530220284
900	0.15281284
901	0.1527501069
902	0.1527181285
903	0.1526837782
904	0.1526077199
905	0.1525122821
906	0.1524511864
907	0.1523548849
908	0.1522774606
909	0.1522174233
910	0.1521362171
911	0.1520663109
912	0.1519588287
913	0.1518811035
914	0.1518428043
915	0.1517810249
916	0.1517074857
917	0.1516505629
918	0.1515757477
919	0.1514792532
920	0.1513944498
921	0.1513119791
922	0.1512322974
923	0.1511226674
924	0.1510574413
925	0.1510017176
926	0.1509570928
927	0.1509142773
928	0.1508346545
929	0.1507794395
930	0.150717099
931	0.15060079
932	0.1505286968
933	0.1504929201
934	0.1504496956
935	0.1503953099
936	0.1502504463
937	0.1501821089
938	0.1501179887
939	0.1500768432
940	0.1500221616
941	0.1499024468
942	0.1498178904
943	0.1497193626
944	0.1496006212
945	0.1495214367
946	0.1494622762
947	0.149395501
948	0.1493096311
949	0.1492373285
950	0.1491200871
951	0.149056626
952	0.1489772257
953	0.1488970271
954	0.1488185493
955	0.1486807524
956	0.148607946
957	0.1484643697
958	0.1484250761
959	0.1482993268
960	0.1482197727
961	0.1481507925
962	0.1480391259
963	0.1479845014
964	0.1479098956
965	0.1477829833
966	0.1476933707
967	0.1475932447
968	0.1475418395
969	0.1474778681
970	0.1473555131
971	0.1472611615
972	0.1471894119
973	0.1471177881
974	0.1470784192
975	0.1470025604
976	0.1469612563
977	0.1468814585
978	0.1467860747
979	0.1466941277
980	0.1466222341
981	0.1465491921
982	0.1465096138
983	0.1464105119
984	0.1463412306
985	0.1462863085
986	0.1462083493
987	0.1461000361
988	0.1460468397
989	0.1459874763
990	0.1459538998
991	0.1458591572
992	0.1457296031
993	0.1456748887
994	0.1455797192
995	0.145507024
996	0.1454386212
997	0.1453708711
998	0.1453237959
999	0.1452927679
