iter	Passed	Remaining
321	497	1047
322	499	1045
323	501	1045
324	502	1044
325	504	1042
326	505	1040
327	506	1038
328	508	1036
329	509	1034
330	511	1033
331	512	1031
332	514	1030
333	516	1029
334	518	1028
335	519	1026
336	521	1025
337	522	1023
338	524	1022
339	525	1020
340	527	1018
341	528	1017
342	530	1015
343	532	1014
344	533	1013
345	535	1011
346	536	1009
347	537	1007
348	539	1005
349	540	1004
350	542	1002
351	543	1000
352	544	998
353	546	997
354	548	996
355	550	994
356	551	993
357	552	991
358	554	989
359	555	987
360	557	985
361	558	984
362	560	983
363	561	981
364	563	980
365	565	979
366	566	977
367	568	975
368	569	973
369	570	971
370	572	969
371	573	968
372	574	966
373	576	964
374	578	963
375	580	963
376	581	961
377	583	959
378	584	958
379	586	956
380	587	954
381	589	953
382	590	951
383	592	949
384	593	947
385	595	946
386	597	945
387	598	944
388	599	941
389	601	940
390	602	938
391	603	936
392	605	935
393	606	933
394	608	931
395	609	930
396	612	929
397	613	928
398	615	926
399	616	925
400	618	923
401	619	921
402	621	920
403	622	918
404	623	916
405	625	915
406	627	914
407	629	913
408	631	911
409	632	910
410	633	908
411	635	907
412	636	905
413	638	903
414	639	901
415	641	900
416	643	899
417	644	897
418	646	896
419	647	894
420	649	893
421	650	891
422	652	889
423	653	887
424	655	886
425	656	884
426	657	882
427	660	882
428	661	880
429	662	878
430	664	877
431	665	875
432	667	873
433	668	871
434	669	870
435	671	868
436	672	866
437	674	865
438	676	864
439	678	863
440	679	861
441	680	859
442	682	858
443	683	856
444	685	854
445	686	852
446	688	851
447	689	849
448	691	848
449	693	847
450	694	845
451	695	843
452	697	841
453	698	840
454	700	838
455	701	836
456	703	835
457	704	833
458	706	832
459	708	831
460	709	829
461	711	828
462	713	827
463	714	825
464	715	823
465	717	821
466	718	820
467	720	818
468	721	817
469	724	816
470	725	814
471	727	813
472	728	811
473	729	809
474	731	808
475	732	806
476	734	804
477	735	803
478	737	801
479	739	800
480	740	799
481	741	797
482	743	795
483	744	794
484	746	792
485	747	790
486	749	789
487	750	787
488	752	785
489	753	784
490	755	783
491	756	781
492	758	779
493	759	778
494	761	776
495	762	775
496	764	773
497	765	771
498	767	770
499	769	769
500	771	768
501	772	766
502	774	765
503	775	763
504	777	761
505	778	760
506	780	758
507	781	757
508	783	755
509	784	753
510	786	752
511	788	751
512	789	749
513	791	748
514	792	746
515	793	744
516	795	743
517	796	741
518	798	739
519	799	738
520	801	736
521	803	735
522	804	733
523	806	732
524	807	730
525	809	729
526	810	727
527	812	725
528	813	724
529	814	722
530	816	721
531	819	720
532	821	719
533	822	717
534	823	716
535	825	714
536	827	713
537	828	711
538	830	709
539	831	708
540	833	707
541	835	705
542	836	704
543	838	702
544	839	700
545	840	699
546	842	697
547	843	695
548	845	694
549	846	692
550	848	691
551	850	689
552	851	688
553	852	686
554	854	685
555	855	683
556	857	681
557	858	680
558	860	678
559	861	676
560	862	675
561	864	674
562	866	672
563	868	671
564	869	669
565	871	667
566	872	666
567	874	664
568	875	663
569	876	661
570	878	659
571	879	658
572	881	656
573	883	655
574	884	653
575	885	652
576	887	650
577	888	648
578	890	647
579	891	645
580	893	644
581	894	642
582	895	640
583	898	639
584	899	638
585	901	636
586	902	635
587	904	633
588	905	631
589	907	630
590	908	628
591	909	627
592	911	625
593	913	624
594	915	622
595	916	621
596	918	619
597	919	618
598	921	616
599	922	615
600	923	613
601	925	611
602	926	610
603	928	608
604	931	607
605	932	606
606	934	604
607	935	603
608	936	601
609	938	599
610	939	598
611	941	596
612	942	595
613	944	593
614	946	592
615	947	590
616	949	589
617	950	587
618	952	586
619	953	584
620	954	582
621	956	581
622	958	579
623	959	578
624	961	577
625	963	575
626	964	573
627	965	572
628	967	570
629	968	569
630	970	567
631	971	565
632	973	564
633	974	562
634	976	561
635	978	559
636	979	558
637	981	556
638	982	555
639	983	553
640	985	551
641	986	550
642	988	548
643	989	547
644	991	545
645	993	544
646	994	542
647	996	541
648	997	539
649	999	538
650	1000	536
651	1002	535
652	1004	533
653	1006	532
654	1008	531
655	1009	529
656	1011	528
657	1012	526
658	1014	524
659	1015	523
660	1017	521
661	1018	520
662	1019	518
663	1021	516
664	1022	515
665	1024	513
666	1026	512
667	1028	511
668	1030	509
669	1031	508
670	1033	506
671	1034	505
672	1036	503
673	1037	501
674	1039	500
675	1041	499
676	1042	497
677	1044	496
678	1045	494
679	1047	492
680	1048	491
681	1050	489
682	1051	487
683	1052	486
684	1054	485
685	1056	483
686	1058	482
687	1059	480
688	1061	478
689	1062	477
690	1063	475
691	1065	474
692	1066	472
693	1068	470
694	1069	469
695	1071	467
696	1073	466
697	1075	465
698	1076	463
699	1077	461
700	1079	460
701	1080	458
702	1082	457
703	1083	455
704	1085	454
705	1086	452
706	1088	451
707	1089	449
708	1091	447
709	1092	446
710	1094	444
711	1095	443
712	1097	441
713	1098	440
714	1099	438
715	1101	436
716	1104	435
717	1105	434
718	1107	432
719	1109	431
720	1110	429
721	1112	428
722	1113	426
723	1115	425
724	1116	423
725	1118	422
726	1121	421
727	1122	419
728	1124	417
729	1125	416
730	1127	414
731	1128	413
732	1129	411
733	1131	410
734	1132	408
735	1134	406
736	1136	405
737	1138	404
738	1139	402
739	1141	401
740	1142	399
741	1144	397
742	1145	396
743	1146	394
744	1148	393
745	1150	391
746	1152	390
747	1154	388
748	1155	387
749	1157	385
750	1158	384
751	1159	382
752	1161	380
753	1162	379
754	1164	377
755	1165	376
756	1167	374
757	1169	373
758	1170	371
759	1172	370
760	1173	368
761	1174	366
762	1176	365
763	1177	363
764	1179	362
765	1180	360
766	1182	359
767	1184	357
768	1185	356
769	1186	354
770	1188	352
771	1189	351
772	1191	349
773	1192	348
774	1194	346
775	1195	345
776	1197	343
777	1198	342
778	1200	340
779	1201	339
780	1203	337
781	1204	335
782	1206	334
783	1207	332
784	1209	331
785	1210	329
786	1212	328
787	1213	326
788	1215	325
789	1217	323
790	1218	322
791	1220	320
792	1221	318
793	1223	317
794	1224	315
795	1226	314
796	1227	312
797	1229	311
798	1231	309
799	1232	308
800	1234	306
801	1235	305
802	1237	303
803	1238	301
804	1240	300
805	1241	298
806	1242	297
807	1244	295
808	1246	294
809	1247	292
810	1249	291
811	1250	289
812	1252	288
813	1254	286
814	1255	285
815	1257	283
816	1258	281
817	1259	280
818	1262	278
819	1263	277
820	1265	275
821	1266	274
822	1268	272
823	1269	271
824	1271	269
825	1272	268
826	1274	266
827	1275	264
828	1277	263
829	1279	261
830	1280	260
831	1281	258
832	1283	257
833	1285	255
834	1286	254
835	1288	252
836	1289	251
837	1290	249
838	1292	248
839	1294	246
840	1295	244
841	1297	243
842	1299	241
843	1300	240
844	1302	238
845	1304	237
846	1305	235
847	1306	234
848	1308	232
849	1310	231
850	1311	229
851	1313	228
852	1314	226
853	1316	225
854	1317	223
855	1319	221
856	1320	220
857	1322	218
858	1323	217
859	1325	215
860	1327	214
861	1329	212
862	1330	211
863	1332	209
864	1333	208
865	1334	206
866	1336	204
867	1337	203
868	1339	201
869	1341	200
870	1343	198
871	1344	197
872	1345	195
873	1347	194
874	1348	192
875	1350	191
876	1351	189
877	1352	187
878	1354	186
879	1355	184
880	1357	183
881	1359	181
882	1360	180
883	1362	178
884	1363	177
885	1365	175
886	1366	174
887	1368	172
888	1369	171
889	1371	169
890	1373	167
891	1374	166
892	1376	164
893	1377	163
894	1379	161
895	1380	160
896	1381	158
897	1383	157
898	1384	155
899	1386	154
900	1388	152
901	1390	151
902	1391	149
903	1393	147
904	1394	146
905	1396	144
906	1397	143
907	1399	141
908	1400	140
909	1402	138
910	1403	137
911	1405	135
912	1407	134
913	1408	132
914	1410	130
915	1411	129
916	1412	127
917	1414	126
918	1416	124
919	1417	123
920	1419	121
921	1421	120
922	1423	118
923	1424	117
924	1426	115
925	1427	114
926	1428	112
927	1430	110
928	1431	109
929	1433	107
930	1434	106
931	1436	104
932	1438	103
933	1440	101
934	1441	100
935	1443	98
936	1444	97
937	1446	95
938	1447	94
939	1449	92
940	1450	90
941	1452	89
942	1454	87
943	1455	86
944	1457	84
945	1458	83
946	1460	81
947	1461	80
948	1463	78
949	1464	77
950	1465	75
951	1467	74
952	1469	72
953	1471	70
954	1472	69
955	1474	67
956	1475	66
957	1476	64
958	1478	63
959	1479	61
960	1481	60
961	1482	58
962	1484	57
963	1486	55
964	1487	53
965	1489	52
966	1490	50
967	1492	49
968	1493	47
969	1495	46
970	1496	44
971	1498	43
972	1499	41
973	1501	40
974	1503	38
975	1504	36
976	1506	35
977	1507	33
978	1508	32
979	1510	30
980	1511	29
981	1513	27
982	1514	26
983	1516	24
984	1518	23
985	1519	21
986	1521	20
987	1522	18
988	1523	16
989	1525	15
990	1526	13
991	1528	12
992	1529	10
993	1531	9
994	1534	7
995	1535	6
996	1537	4
997	1538	3
998	1540	1
999	1541	0
